Loan_ID,Issue_Date,Borrower_City,Employment_Type,Annual_Income_INR,Loan_Purpose,Loan_Amount_INR,Funded_Amount_INR,Interest_Rate,Loan_Term_Months,Risk_Grade,Loan_Status,Total_Repayment_INR,Investor_Count,Income_Verification,Loan_Channel
P2P101035,2021-08-24,Hyderabad,Salaried,54100.0,Debt Consolidation,543500,524000,10.47,36,B,Completed,630500,14,Verified,Mobile App
P2P101292,2022-02-01,Bengaluru,Salaried,52500.0,Vehicle,460500,454400,16.04,24,D,Active,389600,14,Not Verified,Web
P2P100202,2021-09-15,Delhi,Salaried,29700.0,Debt Consolidation,185400,182400,18.05,36,E,Defaulted,44300,4,Verified,Mobile App
P2P101531,2023-03-10,Bengaluru,Salaried,73400.0,Debt Consolidation,163600,150200,15.85,36,D,Active,134000,3,Verified,Mobile App
P2P101253,2021-12-26,Mumbai,,80800.0,Medical,166300,164400,12.82,36,B,Completed,198200,7,Verified,Mobile App
P2P101753,2021-02-07,Bengaluru,Salaried,43200.0,Home Improvement,107300,105000,13.52,24,B,Active,41400,3,Verified,Web
P2P101168,2024-03-02,Hyderabad,Salaried,72700.0,Debt Consolidation,206900,199300,11.55,12,B,Completed,227900,4,Verified,Web
P2P100977,2024-07-14,Kolkata,Salaried,53000.0,Vehicle,162900,148000,20.19,60,E,Active,179400,3,Verified,Mobile App
P2P101754,2022-10-13,Delhi,Business Owner,67800.0,Small Business,291600,267100,10.98,48,A,Completed,378200,8,Verified,Web
P2P101117,2021-10-08,Kolkata,Salaried,54500.0,Small Business,236000,217000,13.29,48,B,Completed,319200,5,Verified,Mobile App
P2P100660,2024-06-07,Mumbai,Self-employed,61100.0,Small Business,200900,181700,12.23,36,A,Active,86400,4,Not Verified,Web
P2P100652,2024-04-16,Ahmedabad,Self-employed,40700.0,Home Improvement,154200,149700,10.6,24,A,Completed,179300,5,Verified,Mobile App
P2P100989,2022-10-25,Bengaluru,Self-employed,18000.0,Small Business,142100,136300,11.73,24,B,Completed,161400,4,Verified,Web
P2P101308,2025-04-29,Mumbai,Salaried,53800.0,Debt Consolidation,304300,293100,7.69,24,A,Completed,326200,11,Verified,Mobile App
P2P100366,2023-07-30,Pune,Self-employed,49900.0,Debt Consolidation,140800,136300,11.57,48,B,Completed,173300,5,Verified,Mobile App
P2P100674,2024-03-28,Bengaluru,Salaried,55600.0,Debt Consolidation,121500,116000,15.96,24,D,Late,62000,3,Verified,Web
P2P100731,2022-04-16,Hyderabad,Salaried,68900.0,Small Business,302400,278100,13.29,36,B,Active,166500,10,Verified,Mobile App
P2P101154,2024-11-21,Jaipur,Business Owner,34300.0,Home Improvement,136700,128800,12.04,12,B,Completed,145600,3,Verified,Mobile App
P2P100955,2023-09-30,Ahmedabad,Salaried,53000.0,Wedding,127800,127000,13.93,48,C,Completed,172200,4,Not Verified,Web
P2P100852,2025-02-23,Jaipur,Salaried,74000.0,Debt Consolidation,319800,311400,12.95,60,C,Completed,441200,11,Verified,Web
P2P100127,2025-05-19,Hyderabad,Self-employed,101100.0,Medical,69200,65400,14.1,36,C,Completed,88800,2,Verified,Mobile App
P2P101583,2024-07-13,Bengaluru,Business Owner,58600.0,Home Improvement,313400,308100,11.24,36,B,Completed,365800,8,Verified,Web
P2P101751,2024-04-13,Bengaluru,Salaried,45500.0,Wedding,142200,140800,21.06,36,E,Active,137900,4,Verified,Web
P2P100879,2021-03-24,Kolkata,Salaried,63400.0,Medical,206800,197700,13.62,24,D,Active,114600,6,Verified,Mobile App
P2P101309,2023-05-03,Kolkata,Business Owner,61100.0,Home Improvement,239100,217900,10.72,12,A,Completed,262500,5,Verified,Mobile App
P2P101699,2025-11-16,Delhi,Freelancer,54200.0,Wedding,141500,139600,10.87,48,B,Completed,179500,5,Verified,Mobile App
P2P100483,2023-12-07,Pune,Salaried,74800.0,Travel,100600,99300,13.09,36,B,Completed,122500,2,Verified,Mobile App
P2P100547,2021-12-14,Pune,Salaried,171700.0,Debt Consolidation,159000,153300,10.21,12,A,Completed,170300,3,Verified,Mobile App
P2P101633,2024-10-29,Delhi,Salaried,50500.0,Education,228700,210900,11.84,24,C,Active,127600,5,Verified,Mobile App
P2P101652,2023-02-23,Bengaluru,Self-employed,29400.0,Home Improvement,117800,117400,10.41,36,A,Active,41300,3,Verified,Mobile App
P2P100235,2022-06-28,Delhi,Salaried,35900.0,Small Business,333200,317300,9.47,36,B,Active,118500,7,Verified,Mobile App
P2P101675,2025-04-14,Hyderabad,Freelancer,35300.0,Medical,653200,603500,10.26,60,B,Active,511400,15,Not Verified,Mobile App
P2P100132,2022-08-30,Kolkata,Salaried,30100.0,Debt Consolidation,356100,347900,12.1,48,B,Active,136800,7,Verified,Web
P2P101913,2025-12-27,Hyderabad,Self-employed,43800.0,Debt Consolidation,63400,57500,19.58,36,E,Completed,84200,1,Verified,Mobile App
P2P100225,2022-12-08,Bengaluru,Self-employed,47200.0,Debt Consolidation,178200,162100,11.64,12,A,Completed,191400,5,Verified,Web
P2P100063,2025-06-01,Hyderabad,Business Owner,102800.0,Vehicle,389200,379800,15.65,36,D,Active,328900,10,Verified,Mobile App
P2P100102,2024-09-15,Chennai,Salaried,69000.0,Education,197100,184900,12.75,12,B,Active,79300,4,Verified,Mobile App
P2P101762,2025-06-21,Bengaluru,Freelancer,86100.0,Small Business,700400,650400,14.54,12,C,Active,503300,14,Verified,Mobile App
P2P100961,2021-09-11,Hyderabad,Salaried,65500.0,Debt Consolidation,327300,318900,11.95,36,B,Late,191700,8,Verified,Mobile App
P2P100301,2021-06-08,Kolkata,Salaried,82900.0,Vehicle,1181500,1179600,8.65,24,B,Completed,1281400,28,Verified,Mobile App
P2P100714,2023-09-17,Ahmedabad,Self-employed,66000.0,Home Improvement,116600,109000,13.3,36,C,Completed,142600,4,Not Verified,Web
P2P100261,2024-08-13,Bengaluru,Salaried,50400.0,Small Business,402200,386600,9.73,36,B,Late,97000,11,Verified,Web
P2P100759,2025-08-21,Lucknow,Salaried,109800.0,Small Business,205900,187500,13.15,48,B,Active,146400,6,Not Verified,Web
P2P100933,2025-12-12,Delhi,,41500.0,Debt Consolidation,472800,460900,14.32,36,C,Completed,597900,9,Verified,Mobile App
P2P100847,2021-09-19,Delhi,Freelancer,101700.0,Vehicle,157300,146300,10.48,24,B,Active,60900,6,Verified,Web
P2P100758,2024-04-10,Pune,Business Owner,74900.0,Wedding,465100,454100,9.7,48,A,Completed,583100,12,Verified,Mobile App
P2P100807,2025-10-11,Kolkata,Salaried,19000.0,Small Business,595700,594300,8.25,36,A,Completed,670600,21,Verified,Mobile App
P2P100288,2024-04-24,Hyderabad,Salaried,62100.0,Home Improvement,192000,175700,9.92,60,B,Late,85100,4,Verified,Web
P2P101920,2023-09-18,Delhi,Self-employed,85000.0,Vehicle,193400,181200,13.35,36,C,Completed,242500,5,Verified,Mobile App
P2P101031,2021-04-24,Chennai,Salaried,159700.0,Debt Consolidation,151400,139900,21.43,24,E,Active,107500,4,Not Verified,Mobile App
P2P101628,2024-04-14,Hyderabad,Salaried,28200.0,Vehicle,314100,303100,13.44,24,B,Completed,365900,8,Verified,Web
P2P100959,2022-04-21,Chennai,Salaried,134300.0,Debt Consolidation,62900,58800,8.69,12,A,Completed,64700,2,Not Verified,Mobile App
P2P100863,2024-03-27,Lucknow,Salaried,39400.0,Travel,405000,395700,8.46,36,A,Completed,477300,10,Verified,Mobile App
P2P101511,2025-05-13,Ahmedabad,Salaried,59000.0,Home Improvement,282600,275600,9.43,36,A,Active,229300,7,Not Verified,Mobile App
P2P100646,2025-08-17,,Self-employed,82400.0,Home Improvement,248100,245900,9.17,60,A,Completed,315700,7,Verified,Web
P2P100412,2025-10-30,Delhi,Salaried,62500.0,Debt Consolidation,177700,174000,11.0,24,B,Completed,201900,4,Verified,Web
P2P100377,2025-06-22,Kolkata,Salaried,41000.0,Home Improvement,289700,287300,11.45,48,B,Completed,376100,7,Verified,Web
P2P100263,2022-02-18,Bengaluru,Salaried,54500.0,Wedding,47600,46400,12.59,36,C,Active,29900,2,Not Verified,Web
P2P101109,2024-12-15,,Business Owner,88300.0,Medical,215100,195200,19.89,36,E,Completed,292500,4,Verified,Mobile App
P2P100792,2024-06-30,Delhi,Freelancer,94000.0,Travel,505900,504300,9.17,60,A,Active,433100,13,Not Verified,Mobile App
P2P101579,2024-08-01,Jaipur,Business Owner,30400.0,Small Business,226700,221500,14.6,48,C,Completed,302900,7,Verified,Web
P2P100722,2022-05-26,Bengaluru,Salaried,55800.0,Vehicle,390100,371100,10.12,60,A,Completed,514600,12,Verified,Mobile App
P2P101551,2025-11-01,Lucknow,Salaried,64700.0,Vehicle,343800,326800,15.48,48,C,Active,151200,8,Not Verified,Mobile App
P2P100367,2025-11-13,Delhi,Salaried,65400.0,Debt Consolidation,282600,274100,11.85,24,B,Active,186200,7,Verified,Web
P2P100013,2025-06-06,Lucknow,Self-employed,90300.0,Wedding,385700,349000,12.4,12,B,Completed,428000,12,Not Verified,Mobile App
P2P100130,2024-03-07,Mumbai,Salaried,18000.0,Home Improvement,209000,195000,9.33,24,A,Active,120400,7,Verified,Web
P2P100681,2025-05-18,Chennai,Salaried,48600.0,Debt Consolidation,206300,198400,14.18,24,C,Completed,242400,5,Verified,Web
P2P100510,2025-01-24,Chennai,Freelancer,28900.0,Wedding,272800,267600,11.8,36,B,Late,69600,7,Verified,Web
P2P101291,2023-08-20,Chennai,Salaried,39100.0,Debt Consolidation,496500,472400,14.52,12,C,Completed,554500,17,Not Verified,Mobile App
P2P101525,2024-01-29,Delhi,Salaried,53600.0,Debt Consolidation,73400,70000,12.03,60,B,Active,38300,3,Verified,Web
P2P101330,2024-02-16,Pune,Salaried,37500.0,Small Business,206500,204400,13.52,36,C,Completed,263100,6,Verified,Mobile App
P2P101422,2024-03-01,Chennai,Salaried,55300.0,Medical,223500,218800,15.85,12,C,Late,69200,8,Verified,Web
P2P101598,2021-09-01,Bengaluru,Self-employed,44200.0,Education,407000,384900,12.98,36,C,Completed,493100,10,Verified,Web
P2P101391,2022-10-01,Chennai,Salaried,107700.0,Home Improvement,1139500,1128500,14.32,12,C,Active,858000,27,Verified,Web
P2P100598,2022-05-05,Mumbai,Salaried,28300.0,Education,329900,319800,13.07,36,C,Defaulted,63300,8,Verified,Mobile App
P2P101882,2025-07-27,Hyderabad,Self-employed,58600.0,Small Business,328900,313300,12.2,36,C,Completed,408100,10,Verified,Mobile App
P2P100373,2021-10-17,Jaipur,Salaried,83800.0,Small Business,176100,172700,14.53,48,C,Active,149800,4,Verified,Mobile App
P2P100039,2024-11-27,Bengaluru,Self-employed,36300.0,Debt Consolidation,232900,229300,13.21,24,C,Active,194000,6,Verified,Mobile App
P2P101445,2025-07-20,Delhi,Salaried,104200.0,Travel,203800,199500,19.67,12,E,Active,146600,7,Verified,Mobile App
P2P101767,2025-02-08,Mumbai,Salaried,55900.0,Medical,253100,248700,14.95,36,C,Late,188200,7,Verified,Mobile App
P2P100077,2025-03-22,Delhi,Salaried,82700.0,Debt Consolidation,372400,343100,11.03,60,A,Active,292900,14,Verified,Mobile App
P2P101744,2021-02-03,Delhi,Freelancer,78400.0,Debt Consolidation,237900,236800,14.0,36,C,Completed,300900,7,Verified,Web
P2P101903,2025-03-09,Mumbai,Salaried,46000.0,Wedding,219900,219600,7.61,12,A,Completed,229700,8,Verified,Web
P2P100302,2024-04-07,Hyderabad,Freelancer,66500.0,Medical,288900,284800,10.34,36,A,Active,248500,9,Verified,Mobile App
P2P101783,2023-12-20,Ahmedabad,Self-employed,28500.0,Debt Consolidation,324700,297300,11.09,24,B,Completed,373300,11,Verified,Web
P2P101839,2025-10-03,Delhi,Self-employed,41400.0,Wedding,195900,193900,9.99,48,B,Completed,241500,6,Verified,Web
P2P101177,2025-04-02,Lucknow,Business Owner,130400.0,Small Business,237900,227100,20.29,24,E,Active,116400,7,Verified,Web
P2P100215,2025-01-07,Kolkata,Self-employed,117800.0,Small Business,120400,108400,15.73,12,C,Completed,133200,3,Verified,Mobile App
P2P101126,2024-05-07,Hyderabad,Self-employed,32500.0,Medical,147800,136800,18.87,48,E,Active,68500,3,Not Verified,Web
P2P100339,2024-01-11,Hyderabad,Salaried,33500.0,Debt Consolidation,629400,611500,16.18,12,D,Active,509300,23,Verified,Web
P2P100259,2024-06-05,Ahmedabad,Salaried,48000.0,Home Improvement,169500,153300,21.13,36,E,Active,147400,4,Verified,Web
P2P101768,2024-01-13,Delhi,Salaried,46700.0,Home Improvement,174900,174800,10.63,60,A,Completed,230100,6,Verified,Web
P2P101215,2024-12-12,Bengaluru,Salaried,122700.0,Debt Consolidation,731200,694900,14.75,24,C,Completed,851800,18,Verified,Mobile App
P2P100567,2023-08-11,Chennai,Salaried,43400.0,Debt Consolidation,226500,214900,12.51,24,C,Active,97400,4,Verified,Web
P2P101636,2022-09-28,Bengaluru,Salaried,163300.0,Education,384300,347500,11.42,36,B,Active,164200,8,Verified,Web
P2P100658,2023-06-16,Delhi,Salaried,57500.0,Vehicle,181000,163400,10.99,12,B,Active,112100,4,Verified,Mobile App
P2P100639,2022-12-18,Bengaluru,Self-employed,45300.0,Travel,552000,519800,13.29,60,C,Completed,796000,17,Verified,Mobile App
P2P100424,2024-02-11,Mumbai,Self-employed,94300.0,Education,172100,164600,14.81,36,C,Completed,223200,5,Verified,Mobile App
P2P101390,2023-12-05,Delhi,Business Owner,42000.0,Small Business,180800,177500,13.85,48,C,Completed,236900,6,Verified,Mobile App
P2P100101,2021-04-07,Delhi,Self-employed,46700.0,Wedding,330300,306700,12.7,24,C,Defaulted,61400,8,Verified,Mobile App
P2P100309,2025-04-21,Hyderabad,Business Owner,74700.0,Debt Consolidation,163200,155800,9.46,48,A,Active,107000,4,Verified,Mobile App
P2P101596,2024-06-18,Lucknow,Salaried,52100.0,Medical,184600,166500,7.92,24,A,Defaulted,37100,4,Verified,Mobile App
P2P100629,2021-04-23,Pune,Self-employed,38700.0,Education,173400,160400,16.72,24,C,Active,115600,4,Verified,Mobile App
P2P100968,2023-02-11,Delhi,Self-employed,37800.0,Education,165900,156900,10.88,60,B,Active,135900,4,Verified,Web
P2P101082,2021-10-01,Kolkata,Salaried,38400.0,Wedding,114500,109500,12.17,24,B,Active,61600,3,Verified,Web
P2P100858,2024-01-07,Mumbai,Freelancer,45900.0,Debt Consolidation,477200,465300,7.76,12,A,Completed,508900,14,Verified,Mobile App
P2P100482,2024-12-15,Hyderabad,Salaried,48800.0,Vehicle,103200,92900,14.48,48,D,Completed,140600,3,Verified,Mobile App
P2P100836,2023-09-30,Bengaluru,Salaried,41800.0,Wedding,435400,418600,11.21,24,A,Active,180600,9,Verified,Mobile App
P2P100038,2021-10-27,Ahmedabad,Business Owner,53900.0,Debt Consolidation,196800,195100,11.92,60,B,Completed,261700,5,Verified,Mobile App
P2P101268,2024-01-19,Delhi,Salaried,42300.0,Education,171800,165400,13.16,24,B,Completed,192500,4,Verified,Mobile App
P2P100855,2022-07-21,Bengaluru,Self-employed,93000.0,Debt Consolidation,269600,247400,14.17,36,C,Late,161400,7,Not Verified,Mobile App
P2P100727,2022-02-18,Delhi,Business Owner,32700.0,Debt Consolidation,266500,257200,12.96,36,B,Active,182000,9,Verified,Mobile App
P2P101201,2025-03-06,Delhi,Salaried,77200.0,Education,246600,232200,12.73,48,B,Completed,313600,5,Verified,Mobile App
P2P100549,2024-03-21,Bengaluru,Self-employed,33200.0,Home Improvement,741400,705000,13.64,24,C,Completed,892500,18,Verified,Mobile App
P2P100129,2021-01-22,Bengaluru,Salaried,41400.0,Wedding,133700,127600,9.63,36,A,Completed,162100,3,Verified,Web
P2P101841,2023-07-04,Pune,Salaried,28700.0,Education,147500,143900,14.0,36,C,Active,121400,4,Verified,Web
P2P100601,2022-04-27,Hyderabad,Salaried,66500.0,Medical,116600,107600,16.62,36,D,Completed,155300,3,Not Verified,Mobile App
P2P101713,2025-04-03,Mumbai,Salaried,46400.0,Small Business,375600,363200,12.73,24,C,Late,187200,8,Verified,Web
P2P100041,2022-01-07,Pune,Business Owner,51600.0,Vehicle,1179600,1148200,12.18,36,B,Completed,1416500,31,Not Verified,Mobile App
P2P100712,2024-07-15,Mumbai,Salaried,76500.0,Education,242300,235800,12.39,24,B,Late,174300,9,Verified,Web
P2P101677,2021-09-05,Kolkata,Salaried,57200.0,Debt Consolidation,113900,108800,12.21,24,B,Completed,127700,4,Verified,Web
P2P100663,2024-07-30,Delhi,Salaried,,Debt Consolidation,339400,309100,10.87,36,A,Completed,401700,7,Verified,Mobile App
P2P100296,2024-03-24,Jaipur,Salaried,41800.0,Debt Consolidation,434800,421800,10.31,24,B,Completed,476600,15,Verified,Mobile App
P2P100448,2025-02-28,Hyderabad,Business Owner,50700.0,Debt Consolidation,179800,172300,13.9,24,C,Defaulted,47200,4,Not Verified,Web
P2P101426,2025-11-18,Delhi,Salaried,26600.0,Medical,90000,84900,10.54,48,A,Completed,114800,2,Verified,Mobile App
P2P100637,2024-04-09,Jaipur,Salaried,45300.0,Travel,299900,285700,17.41,36,D,Active,150600,9,Verified,Mobile App
P2P101867,2021-05-13,Mumbai,Self-employed,39200.0,Home Improvement,112600,104100,18.75,12,D,Completed,128300,4,Verified,Mobile App
P2P101679,2022-05-08,Bengaluru,Self-employed,36200.0,Vehicle,164700,156600,11.43,36,B,Completed,197900,5,Verified,Mobile App
P2P101333,2022-09-13,Lucknow,Salaried,126600.0,Debt Consolidation,210500,196200,9.35,60,A,Completed,265200,8,Verified,Mobile App
P2P101755,2025-12-01,Mumbai,Business Owner,57000.0,Debt Consolidation,190400,178200,10.65,24,A,Completed,213800,4,Verified,Web
P2P100905,2023-10-05,Mumbai,Freelancer,62400.0,Education,436100,430300,12.94,12,B,Active,264600,14,Verified,Mobile App
P2P100530,2025-07-16,Ahmedabad,Salaried,39200.0,Travel,148400,133800,13.6,12,C,Completed,159100,3,Not Verified,Web
P2P101543,2024-06-01,Pune,Business Owner,112600.0,Debt Consolidation,166200,165700,12.52,36,B,Completed,205600,6,Not Verified,Mobile App
P2P100838,2023-06-15,Pune,Salaried,,Debt Consolidation,369200,343600,11.02,60,B,Defaulted,91000,11,Verified,Web
P2P100834,2022-05-14,Jaipur,Salaried,69400.0,Debt Consolidation,155700,140900,17.33,12,D,Active,68800,5,Verified,Mobile App
P2P101440,2024-11-11,Bengaluru,Business Owner,51600.0,Wedding,103200,95700,15.53,36,C,Completed,129100,2,Verified,Mobile App
P2P100829,2025-02-08,Chennai,Salaried,53200.0,Home Improvement,486400,438900,13.31,36,B,Active,390500,9,Not Verified,Mobile App
P2P100595,2025-08-25,Kolkata,Salaried,39800.0,Debt Consolidation,310600,292200,12.97,36,C,Active,225700,11,Not Verified,Web
P2P100682,2022-11-21,Mumbai,Salaried,40700.0,Vehicle,376500,374000,7.86,24,A,Completed,404800,13,Verified,Mobile App
P2P101586,2022-02-10,Chennai,Salaried,26100.0,Home Improvement,176900,164600,12.0,24,C,Completed,201800,4,Verified,Mobile App
P2P100580,2022-11-22,Pune,Self-employed,53900.0,Medical,172800,164000,18.94,24,D,Defaulted,23800,4,Verified,Mobile App
P2P101089,2025-12-21,Delhi,Salaried,98000.0,Medical,203500,200900,13.72,12,C,Active,87000,6,Verified,Mobile App
P2P101197,2025-11-29,Bengaluru,Self-employed,18000.0,Travel,229600,222400,9.12,36,B,Active,139100,7,Verified,Web
P2P101211,2023-10-14,Hyderabad,Freelancer,60600.0,Debt Consolidation,415800,395700,9.76,36,A,Defaulted,127500,9,Not Verified,Web
P2P101067,2022-10-08,Bengaluru,Salaried,30800.0,Debt Consolidation,414700,378100,8.37,48,A,Active,167500,14,Verified,Mobile App
P2P100486,2025-08-31,Hyderabad,Self-employed,33000.0,Travel,181100,171100,11.85,24,C,Active,149300,5,Verified,Web
P2P100196,2023-05-21,Bengaluru,Salaried,93600.0,Home Improvement,482700,460400,13.52,36,C,Late,340100,13,Verified,Mobile App
P2P101986,2021-09-04,Kolkata,Salaried,34700.0,Wedding,221300,208100,14.7,36,C,Active,117500,8,Verified,Mobile App
P2P101483,2024-04-27,Hyderabad,Salaried,60000.0,Debt Consolidation,80500,76500,9.51,36,B,Active,62400,2,Verified,Mobile App
P2P101731,2023-03-01,Hyderabad,Business Owner,103800.0,Debt Consolidation,305400,279300,14.15,36,C,Active,280600,8,Verified,Mobile App
P2P101022,2023-02-12,Ahmedabad,Salaried,61400.0,Home Improvement,77000,69300,11.54,36,B,Completed,92500,2,Not Verified,Mobile App
P2P101143,2024-11-18,Kolkata,Self-employed,24700.0,Medical,558800,544200,8.37,36,A,Active,309100,12,Verified,Mobile App
P2P100481,2024-09-04,Pune,Salaried,56500.0,Debt Consolidation,474800,436700,9.1,12,B,Completed,504200,12,Not Verified,Web
P2P101932,2024-05-23,Kolkata,Salaried,42400.0,Debt Consolidation,107300,97600,18.38,24,D,Late,77600,3,Verified,Web
P2P100387,2023-01-14,Pune,Freelancer,25000.0,Home Improvement,827000,823100,17.03,24,D,Defaulted,239000,21,Verified,Web
P2P100258,2024-12-15,Chennai,Salaried,103400.0,Home Improvement,468500,446500,10.6,12,B,Active,196400,13,Verified,Web
P2P101005,2025-05-05,Delhi,Business Owner,87100.0,Medical,377400,373800,16.8,12,D,Active,263000,10,Verified,Mobile App
P2P101597,2022-12-29,Mumbai,Salaried,30100.0,Debt Consolidation,627700,569100,9.47,36,B,Active,531400,17,Verified,Mobile App
P2P101594,2021-11-15,Jaipur,Freelancer,43000.0,Medical,132700,127600,11.52,24,B,Active,67100,3,Verified,Web
P2P101080,2025-10-30,Kolkata,Salaried,65700.0,Travel,109900,107500,15.6,24,C,Active,42500,3,Verified,Mobile App
P2P101727,2024-03-05,Bengaluru,Salaried,26500.0,Debt Consolidation,72600,69400,12.64,24,C,Completed,82500,3,Verified,Web
P2P101167,2025-06-06,Ahmedabad,Salaried,45500.0,Wedding,141000,127000,15.2,60,C,Completed,207200,5,Verified,Mobile App
P2P101150,2025-07-19,Pune,Salaried,68100.0,Education,288300,262300,7.5,12,A,Completed,309700,8,Verified,Mobile App
P2P100994,2024-07-06,Bengaluru,Self-employed,45500.0,Home Improvement,115200,111400,10.14,36,B,Completed,133600,3,Verified,Mobile App
P2P101849,2025-08-13,Bengaluru,Salaried,67900.0,Small Business,224900,224200,11.43,36,C,Active,190400,6,Verified,Web
P2P100034,2025-10-29,Mumbai,Freelancer,57100.0,Travel,283100,260100,11.74,36,B,Active,201900,6,Verified,Web
P2P100081,2025-07-14,Hyderabad,Self-employed,43600.0,Debt Consolidation,233700,226000,9.84,12,B,Completed,250800,5,Verified,Web
P2P100875,2021-03-19,Ahmedabad,Salaried,93800.0,Vehicle,498200,486700,10.16,48,B,Active,448200,12,Verified,Web
P2P100978,2021-06-07,Ahmedabad,Salaried,77800.0,Debt Consolidation,180200,170100,20.09,12,E,Late,104000,6,Verified,Mobile App
P2P101040,2023-03-18,Chennai,Freelancer,66200.0,Education,231400,227200,10.68,48,B,Completed,295500,5,Verified,Mobile App
P2P101576,2021-10-21,Mumbai,Salaried,63700.0,Home Improvement,90800,89900,11.66,24,B,Active,64200,3,Not Verified,Web
P2P101816,2025-11-22,Hyderabad,Salaried,64100.0,Medical,291700,285800,10.75,36,A,Completed,354600,6,Not Verified,Mobile App
P2P101496,2024-11-03,Bengaluru,Salaried,47600.0,Debt Consolidation,280800,264300,11.64,24,B,Completed,317000,7,Verified,Web
P2P101935,2024-11-15,Mumbai,Salaried,83000.0,Home Improvement,468100,448800,11.88,36,B,Completed,555300,15,Not Verified,Mobile App
P2P100444,2023-07-01,Bengaluru,Salaried,36300.0,Vehicle,140100,136100,13.45,60,C,Completed,191300,3,Verified,Web
P2P100066,2024-04-25,Kolkata,Salaried,19500.0,Vehicle,282200,254300,10.93,48,B,Completed,346200,7,Verified,Mobile App
P2P101343,2025-07-21,Chennai,Salaried,84200.0,Medical,191100,183800,16.58,48,D,Defaulted,30700,6,Verified,Web
P2P100777,2022-09-15,Kolkata,,70700.0,Debt Consolidation,110000,108700,10.61,36,A,Defaulted,42700,4,Verified,Mobile App
P2P100548,2024-11-08,Hyderabad,Self-employed,35200.0,Home Improvement,339900,337200,7.81,24,A,Active,274700,8,Verified,Mobile App
P2P101618,2024-10-24,Kolkata,Salaried,67900.0,Vehicle,234100,226600,8.91,60,A,Late,101900,6,Verified,Mobile App
P2P100059,2021-05-19,Ahmedabad,Business Owner,82400.0,Small Business,336800,305900,12.36,24,B,Active,160300,6,Verified,Web
P2P100800,2025-09-26,Hyderabad,Self-employed,51900.0,Debt Consolidation,427500,406300,17.41,36,D,Defaulted,90500,10,Verified,Mobile App
P2P100725,2024-06-12,Pune,Salaried,63200.0,Home Improvement,165700,161100,12.45,12,C,Completed,183900,4,Verified,Web
P2P101541,2025-01-04,Mumbai,Salaried,74000.0,Debt Consolidation,154200,140800,15.37,36,C,Active,118900,4,Not Verified,Web
P2P100089,2025-08-13,Chennai,Business Owner,23000.0,Vehicle,284600,276200,12.03,36,B,Completed,337000,6,Verified,Web
P2P100566,2024-07-06,Delhi,Business Owner,38300.0,Debt Consolidation,126800,121400,16.3,36,C,Completed,164800,4,Verified,Web
P2P101850,2024-09-29,Bengaluru,Salaried,43100.0,Debt Consolidation,126200,124000,11.62,36,B,Late,85400,4,Verified,Mobile App
P2P101301,2021-04-07,Bengaluru,Business Owner,68400.0,Home Improvement,249000,240400,14.84,12,C,Active,191100,8,Verified,Web
P2P101073,2021-05-09,Pune,Salaried,68000.0,Home Improvement,130000,128000,15.6,24,C,Completed,151700,4,Verified,Mobile App
P2P100255,2022-04-28,Delhi,Salaried,52400.0,Vehicle,175000,164900,16.18,60,D,Late,95900,5,Verified,Mobile App
P2P101250,2024-08-16,Ahmedabad,Salaried,130300.0,Medical,230600,227600,7.5,12,A,Completed,235500,7,Verified,Web
P2P101542,2021-11-24,Bengaluru,Self-employed,46000.0,Vehicle,97500,89600,15.24,24,C,Completed,117300,2,Not Verified,Mobile App
P2P100782,2024-04-25,Hyderabad,Salaried,41000.0,Vehicle,267800,264300,13.72,24,C,Active,145700,6,Verified,Mobile App
P2P100018,2024-03-28,Pune,Business Owner,52400.0,Wedding,159700,150100,10.17,24,B,Completed,175200,4,Verified,Mobile App
P2P101169,2021-01-20,Mumbai,Salaried,84300.0,Small Business,287600,280100,19.25,12,E,Active,210700,9,Not Verified,Mobile App
P2P100983,2021-11-23,Jaipur,Self-employed,96500.0,Small Business,250200,232200,13.08,36,C,Completed,308900,6,Verified,Mobile App
P2P101993,2024-08-06,Mumbai,Salaried,81800.0,Small Business,235300,226300,11.62,36,B,Active,88100,6,Verified,Mobile App
P2P101765,2022-03-14,Chennai,Business Owner,92900.0,Education,183800,165600,12.62,24,B,Completed,206000,6,Verified,Web
P2P100100,2021-11-27,Ahmedabad,Salaried,38100.0,Home Improvement,469100,456900,21.85,24,E,Defaulted,172500,15,Not Verified,Mobile App
P2P101902,2021-01-17,Mumbai,Salaried,38300.0,Home Improvement,228000,215000,12.61,24,B,Completed,270500,6,Verified,Web
P2P100364,2024-04-29,Hyderabad,Salaried,36300.0,Education,384700,352800,12.65,24,B,Completed,450000,9,Verified,Mobile App
P2P100915,2024-05-09,Mumbai,Salaried,42100.0,Debt Consolidation,482000,465900,14.57,12,C,Completed,523400,17,Verified,Web
P2P100810,2021-12-13,Delhi,Business Owner,59200.0,Small Business,312500,282700,13.61,36,C,Active,241300,11,Verified,Mobile App
P2P100037,2023-02-26,Chennai,Freelancer,58600.0,Debt Consolidation,242300,230800,11.23,48,A,Completed,311800,6,Verified,Web
P2P100097,2024-03-25,Bengaluru,Salaried,81700.0,Medical,341500,329600,10.73,48,B,Completed,427900,12,Verified,Mobile App
